City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Nemuro,JP,2021-11-06 13:52:37,43.3236,145.575,47.14,74,20,11.01
277,Petropavlovsk-Kamchatskiy,RU,2021-11-06 13:52:38,53.0452,158.6483,28.99,59,75,8.95
278,Nuevo Progreso,MX,2021-11-06 13:53:38,23.1667,-97.95,66.6,72,6,6.55
279,Tahe,CN,2021-11-06 13:53:38,52.3333,124.7333,16.05,44,17,3.67
280,Hobyo,SO,2021-11-06 13:53:39,5.3505,48.5268,81.93,63,22,10.96
281,Kahului,US,2021-11-06 13:53:39,20.8947,-156.47,77.85,77,1,13.8
282,Vinh,VN,2021-11-06 13:53:40,18.6667,105.6667,76.64,92,23,5.12
283,Bouna,CI,2021-11-06 13:53:40,9.2667,-3.0,96.94,28,100,5.86
284,Upington,ZA,2021-11-06 13:53:40,-28.4478,21.2561,84.58,15,0,6.91
285,Thompson,CA,2021-11-06 13:53:41,55.7435,-97.8558,30.36,93,90,10.36
286,Huanuni,BO,2021-11-06 13:53:41,-18.2667,-66.85,43.29,16,52,4.32
287,Vargashi,RU,2021-11-06 13:53:42,55.3556,65.8467,33.13,63,100,16.28
288,Bud,US,2021-11-06 13:53:42,39.447,-86.1758,39.18,86,9,3.44
289,Kholtoson,RU,2021-11-06 13:53:42,50.2981,103.3097,11.52,58,91,3.22
290,Esperance,AU,2021-11-06 13:53:43,-33.8667,121.9,51.64,70,0,7.43
291,Toba,JP,2021-11-06 13:53:43,34.4833,136.85,59.0,81,100,12.15
292,Ushtobe,KZ,2021-11-06 13:53:44,45.2514,77.9838,18.3,86,5,7.45
