City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Panguna,PG,-6.3164,155.4848,82.26,60,25,4.29,light rain
700,Borbon,PH,10.838,124.0297,85.89,74,97,8.25,overcast clouds
701,Klyuchi,RU,52.2667,79.1667,28.26,64,99,13.38,overcast clouds
702,Tubuala,PA,9.5167,-79.0333,79.34,83,99,3.51,overcast clouds
703,Bobo Dioulasso,BF,11.1771,-4.2979,79.25,73,0,4.61,clear sky
704,Zhanaozen,KZ,43.3,52.8,31.15,27,0,10.67,clear sky
705,Beboto,TD,8.2668,16.939,72.25,85,86,3.69,overcast clouds
706,Maniitsoq,GL,65.4167,-52.9,25.56,63,61,11.5,broken clouds
707,Fonte Boa,BR,-2.4959,-66.2662,73.36,98,75,1.14,moderate rain
708,Basco,PH,20.4487,121.9702,81.91,81,7,9.46,clear sky
709,Price,US,39.5994,-110.8107,50.72,56,1,0.0,clear sky
710,Popondetta,PG,-8.7537,148.2534,92.39,46,55,8.68,broken clouds
